,tweets,time
3553,"Price of Bitcoin

U$    59,217.23
€U    49,705.80
R$    331,101.98

24H % change: 7.00%
Week % change: 4.29%

#bitcoin",2021-03-18 17:00:26
3554,"⏰ 20:00
₿ Bitcoin = 59.172,2209 $
#bitcoin #btc #BTCUSD",2021-03-18 17:00:05
3555,"The price of
Spaghetti alla Carbonara
is 18,612 Satoshis
or 0.00018612 BTC

BTC price: 59,047.10 USD
on Thursday, 1… https://t.co/BOMcSHf7D6",2021-03-18 17:00:03
3556,"Bitcoin reaching the $60,000 Dollar target in minutes.
1 Bitcoin equals
59,660.00 United States Dollar, right now.… https://t.co/k8nRU5zX7z",2021-03-18 16:55:45
3557,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:55:35
3558,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:54:57
3559,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:53:45
3560,"Hourly Price Alert: BTC rose by 7.94% to $60,132.00. LTC rose by 4.19% to $208.00. ETH rose by 2.10% to $1,831.00.… https://t.co/InMshLRKNN",2021-03-18 16:52:02
3561,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:51:24
3562,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:50:13
3563,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:48:07
3564,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:47:07
3565,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:47:01
3566,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:46:52
3567,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:46:46
3568,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:46:35
3569,"#Bitcoin hits 60,000 again, last up now at 2.00% at 60,080.24.",2021-03-18 16:46:24
3570,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:45:39
3571,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:44:36
3572,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:44:11
3573,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:44:08
3574,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:44:04
3575,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:43:58
3576,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:43:33
3577,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:43:17
3578,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:43:09
3579,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:42:53
3580,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:42:51
3581,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:42:25
3582,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:42:21
3583,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:42:04
3584,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:41
3585,"RT @diamondoptions2: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:33
3586,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:29
3587,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:26
3588,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:26
3589,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:19
3590,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:18
3591,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:18
3592,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:16
3593,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:16
3594,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:41:12
3595,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:48
3596,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:45
3597,"RT @FirstSquawk: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:38
3598,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:29
3599,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24 credit: @DeItaone",2021-03-18 16:40:24
3600,"RT @breakingmkts: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:23
3601,"$BTC

BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:22
3602,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24 credit: @FirstSquawk",2021-03-18 16:40:20
3603,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:14
3604,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:12
3605,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:12
3606,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:01
3607,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:40:00
3608,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:39:58
3609,"🚀 #Bitcoin hits $60,000 again, last up 2.00% at $60,080.24",2021-03-18 16:39:56
3610,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24 #News #Forex #BITCOIN",2021-03-18 16:39:45
3611,"RT @DeItaone: BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:39:43
3612,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:39:41
3613,"""BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24""

https://t.co/YY6rgxYUhj",2021-03-18 16:39:38
3614,"BITCOIN HITS $60,000 AGAIN, LAST UP 2.00% AT $60,080.24",2021-03-18 16:39:36
3615,"RT @MingGao26: Bitcoin is Dirty, Slow, Volatile &amp; Impractical - Bank of America Report https://t.co/TqKmhpNCRX",2021-03-18 16:35:03
3616,My 00.00079132 ($46 +/-) stake in Bitcoin is only going up... Very Nice.. @pulte,2021-03-18 16:34:30
3617,"Forgot to tweet this earlier, but still time to register and join us for our Webinar this afternoon at 3:00 PM EDT… https://t.co/gNsDTAv8XN",2021-03-18 16:27:16
3618,RT @cameron: We have entered an era where individual investors are as powerful and sophisticated as institutions. JP Morgan reports that re…,2021-03-18 16:22:19
3619,"RT @CryptofreddyS: How many Bitcoin, Ethereum, Cardano, Binance Coin, Polkadot, Aave, Elrond, XRP, Dogecoin, Tron &amp; Holochain could Poor pe…",2021-03-18 16:20:08
3620,"@paciffreepress I posted this earlier. 
As for that hot market, why not, land will NOT be getting cheaper.
I also p… https://t.co/GCmvGJhJdD",2021-03-18 16:19:46
3621,"1: Bitcoin price is $59834.85 (4.14% 1h)
2: Ethereum price is $1827.63 (5.77% 1h)
3: Cardano price is $1.38 (-3.18%… https://t.co/3DCoicIYS8",2021-03-18 16:19:21
3622,"📈Pump Alert! - ADAUP/USDT on Binance! Price increase: 21.50% | Volume: +26.00%
$ADAUP $USDT #binance #crypto… https://t.co/8Bmt1lUJjU",2021-03-18 16:17:07
3623,New Bitcoin block 00..2ed6cc17b93c7e1ca728d9c111e752929ee00e1a9b5ed: 1700 transactions transferred a total of 6434.… https://t.co/BMeIdUFZLh,2021-03-18 16:16:08
3624,"The current price of Bitcoin is $60081.00.
The current price of BCash is $542.89, or 0.00903597 BTC.
The current pr… https://t.co/xLPuu3ekfV",2021-03-18 16:15:01
3625,"No one changes the locks on BITCOIN.
BITCOIN PRICE (BTC - USD) Cryptocurrency
59,633.93
+861.25 
+1.47%
12:12:00 PM",2021-03-18 16:12:37
3626,New Bitcoin block 00..950a4d4573e1469d19b762457ad1c8887336858e03d53: 2721 transactions transferred a total of 8821.… https://t.co/VQ5ZNFzJmG,2021-03-18 16:06:50
3627,on the 03/18/2021 at 04:02 1BTC was worth $59866.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-18 16:02:48
3628,"Top 5 Cryptocurrencies - Current Prices

⬆️ $BTC: $59,460.33 | Bitcoin +7.13% 💰🚀🚀
⬆️ $ETH: $1,821.97 | Ethereum +4.… https://t.co/fUKbnnuCJf",2021-03-18 16:00:37
3629,RT @CBSNews: Bitcoin's price is skyrocketing — so is its carbon footprint https://t.co/UPOfoqADZd,2021-03-18 16:00:11
3630,"The price of
Spaghetti alla Carbonara
is 18,454 Satoshis
or 0.00018454 BTC

BTC price: 59,552.50 USD
on Thursday, 1… https://t.co/wxi7UpcfOS",2021-03-18 16:00:06
3631,"⏰ 19:00
₿ Bitcoin = 59.362,6259 $
#bitcoin #btc #BTCUSD",2021-03-18 16:00:03
3632,"Crypto highlights as of 2021-03-18 12:00:02:
#Bitcoin $59,464.14 8.14% 🚀
#Ethereum  $1,821.26  2.44% 🚀",2021-03-18 16:00:03
3633,"😹Animated Flying Cat With a Pop-Tart Body Sold for Almost $600,00 by @nytimes 

♽ NFT Art — Historic or Hysteric?… https://t.co/ojN3GUB1iV",2021-03-18 15:58:14
3634,"RT @DivertFinance: #Deve with 70,000 total supply
 Our plan: the most efficient mining in the world.  Easy to use with Android or IOS appli…",2021-03-18 15:56:48
3635,"RT @iamZatoshi: 🔥🐉 BITCOIN SV GIVEAWAY 🐉🔥 

8 Hours. 1 Person. $50 in $BSV 🐉

👉 Follow me.
👉 Retweet.
👉 Like.

Good Luck, Z. https://t.co/3…",2021-03-18 15:55:53
3636,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:53:51
3637,"RT @CryptoND1: 👁 THIS #THURSDAY AT...

⏰ 22:00 / 10 PM (CET) we've got something special for you guys, for 😏 Gordon Zuchhold, that is @Affi…",2021-03-18 15:50:59
3638,"Hitbtc - Volume changed on Bitcoin (EURS/BTC)! Price: $50000.00 (+1.79%), Volume: +128.23%, Mentions Daily Change:… https://t.co/EUt1c6jEoI",2021-03-18 15:49:59
3639,"Poloniex - Volume changed on Bitcoin (BUSD/BTC)! Price: $59398.47 (+0.62%), Volume: +72.20%, Mentions Daily Change:… https://t.co/sv45jjEeP8",2021-03-18 15:47:42
3640,"Half hourly price update (USDT):

• BSV (Bitcoin): $195.19

Dead forks:

• BTC (Blockstream Turd Coin): $59334.00
• BCH (BTrash): $540.33",2021-03-18 15:46:21
3641,"#BCH swing trade UPDATE

5 min chart suggests may not dip to my previous entry

Entry adjusted to 531.00, based on… https://t.co/0HgLJfx0Tb",2021-03-18 15:43:18
3642,"$EPAZ .044 

Riot Blockchain (NASDQ: $RIOT), recently ran nearly 2,000% from $4.00 to nearly $80.00 in about 12 wee… https://t.co/1MrUQXQPyd",2021-03-18 15:40:58
3643,"RT @TransactionFees: Crypto fees (avg) &amp; stats for the past 24 hours:
-&gt; #Bitcoin: $20.07/tx paid in fees
-&gt; #Ethereum: $21.92/tx paid in f…",2021-03-18 15:39:11
3644,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-03-18 15:39:07
3645,"RT @MingGao26: Bitcoin is Dirty, Slow, Volatile &amp; Impractical - Bank of America Report https://t.co/TqKmhpNCRX",2021-03-18 15:32:50
3646,"@robmknowles You might be able to buy merch with Bitcoin....
At roughly $50,000.00 plus for one who can afford to buy even one coin?",2021-03-18 15:31:55
3647,RT @cameron: We have entered an era where individual investors are as powerful and sophisticated as institutions. JP Morgan reports that re…,2021-03-18 15:31:49
3648,"RT @Zach_of_Earth: T minus 11:59:59 🔥🔥🚀

Smash buy 1/29/21 🔥🔥🚀

12:00 UTC (7am EST)🔥🔥🚀

Next T minus call out; 00:59:59

#fiatsqueeze
#bitc…",2021-03-18 15:30:53
3649,"RT @OKEx: #NewListing ALERT🔔: Excited to announce $ENJ @enjin &amp; $SAND @TheSandboxGame will soon be listed @OKEx! 

Schedule (UTC) 🟢:
▶️ Dep…",2021-03-18 15:30:51
3650,"Price of Bitcoin

U$    58,389.58
€U    48,986.42
R$    326,233.28

24H % change: 6.00%
Week % change: 3.00%

#bitcoin",2021-03-18 15:30:26
3651,"RT @SUSouthAfrica: REGISTER FOR FREE - FOR TONIGHT AT 18:00!
#ExponentialAfrica Live - Season 3. Will 2021 be the year of mass global adopt…",2021-03-18 15:29:55
3652,$BTC Going up signal on a 1 hour chart! Price: \6671178.0 (2021/03/19 00:24) #Bitcoin #FX #BTC #crypto,2021-03-18 15:29:33
3653,"RT @davidsk94: “🙋‍♀️ Bitcoin for Beginners - Bring all the questions! 🎓” with @CitizenBitcoin, @Bquittem, @coryklippsten, @BVBTC, and Café…",2021-03-18 15:29:18
3654,"RT @CitizenBitcoin: Tomorrow night, any Bitcoin question answered. 

Bitcoin for Beginners at Café Bitcoin on @joinclubhouse with @BVBTC, @…",2021-03-18 15:26:28
3655,"RT @CitizenBitcoin: I'm discussing “🟠 Bitcoin for Beginners with https://t.co/NxAO4rmWWx 🦢” with @Bquittem, @coryklippsten, and @BVBTC. Tod…",2021-03-18 15:23:21
3656,"RT @CitizenBitcoin: I'm discussing “🟠 Bitcoin for Beginners with https://t.co/NxAO4rmWWx 🦢” with @Bquittem, @coryklippsten, and @BVBTC. Tod…",2021-03-18 15:23:10
3657,RT @bitcoinzay: I'm discussing “Empowerment Through Bitcoin” with @coryklippsten @maxkeiser and @hillharper in the Black Bitcoin Billionair…,2021-03-18 15:22:03
3658,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:20:34
3659,"1: Bitcoin price is $58162.57 (4.92% 1h)
2: Ethereum price is $1799.26 (0.39% 1h)
3: Cardano price is $1.45 (3.87%… https://t.co/Dt5P3fMfpK",2021-03-18 15:19:20
3660,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:18:42
3661,RT @cameron: We have entered an era where individual investors are as powerful and sophisticated as institutions. JP Morgan reports that re…,2021-03-18 15:16:40
3662,"The current price of Bitcoin is $58218.00.
The current price of BCash is $532.97, or 0.00915473 BTC.
The current pr… https://t.co/ivQ8KY3sMo",2021-03-18 15:15:01
3663,"RT @Bitcoin8News: The $BTC price is at $57789.55 right now.
🔴 Compared to the last tweet, the price has dropped by $1.08 (-0.00%).
🟢 In the…",2021-03-18 15:14:11
3664,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 15:13:44
3665,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-03-18 15:12:39
3666,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:12:38
3667,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 15:12:00
3668,$BTC Going up signal on a 15 minute chart! Price: \6630531.0 (2021/03/19 00:09) #Bitcoin #FX #BTC #crypto,2021-03-18 15:11:33
3669,"RT @PMusgrove62: #BCH swing trade 

Entry: 526.00
Exit: 543.00

Looking for 3.2%

Not Trading Advice

#BTC #bitcoin #ETH #LTC #Crypto #Swin…",2021-03-18 15:05:44
3670,"#BCH swing trade 

Entry: 526.00
Exit: 543.00

Looking for 3.2%

Not Trading Advice

#BTC #bitcoin #ETH #LTC… https://t.co/GEJO6RiAqb",2021-03-18 15:04:44
3671,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 15:03:19
3672,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:03:06
3673,"The $BTC price is at $57789.55 right now.
🔴 Compared to the last tweet, the price has dropped by $1.08 (-0.00%).
🟢… https://t.co/fBTsR4dOu4",2021-03-18 15:02:07
3674,"Top 5 Cryptocurrencies Prices

Bitcoin $BTC: $57,982.45 ⬆️ +1.98% 🚀🚀
Ethereum $ETH: $1,795.28 🔻 -0.22%
Cardano $ADA… https://t.co/SwsJ3x1R38",2021-03-18 15:00:27
3675,When 1 #satoshi = $1.00 #Bitcoin,2021-03-18 15:00:16
3676,"RT @scarcedotcity: ⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begins Fr…",2021-03-18 15:00:09
3677,"⏰ 18:00
₿ Bitcoin = 57.905,7807 $
#bitcoin #btc #BTCUSD",2021-03-18 15:00:06
3678,"The price of
Spaghetti alla Carbonara
is 18,986 Satoshis
or 0.00018986 BTC

BTC price: 57,885.80 USD
on Thursday, 1… https://t.co/P45Vexkmt9",2021-03-18 15:00:02
3679," ₿1 = $59,167 (00:02 UTC)
$BTC prices continue to rise!
Change since midnight: +0.50%
#Bitcoin $btcusd #btcusd… https://t.co/16AG3egKFI",2021-03-18 14:59:45
3680,"⚡️💥LIGHTNING AUCTION💥⚡️
 
🌐 Original of The United Nodes of #Bitcoin (back) 🌐
 
By @cryptograffiti
 
⌛️Auction begi… https://t.co/KVqCXHZjJj",2021-03-18 14:57:37
3681,"Did you know that you can buy 0.00000065 bitcoin for only ₱2.00? Yes, you can start stacking satoshis (smallest uni… https://t.co/FOYb4UnXWe",2021-03-18 14:49:04
3682,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-03-18 14:38:29
3683,New Bitcoin block 00..73bd0ec4b3a544338e3ebdb929aa9ccdb2944c0e49af4: 3235 transactions transferred a total of 9999.… https://t.co/mKLaperBBy,2021-03-18 14:31:52
3684,"RT @TickerTop: 1: Bitcoin price is $57458.22 (-0.93% 1h)
2: Ethereum price is $1727.87 (-3.62% 1h)
3: Cardano price is $1.42 (0.67% 1h)
4:…",2021-03-18 14:19:42
3685,"1: Bitcoin price is $57458.22 (-0.93% 1h)
2: Ethereum price is $1727.87 (-3.62% 1h)
3: Cardano price is $1.42 (0.67… https://t.co/qllLw4BaDH",2021-03-18 14:19:20
3686,"The current price of Bitcoin is $58147.00.
The current price of BCash is $533.61, or 0.00917691 BTC.
The current pr… https://t.co/lBBNpLaZyc",2021-03-18 14:15:01
3687,"@Max_Shields My god.
I came ""this close"" to buying 33 BITCOIN at $150.00 - but my wife thought is was an insane ide… https://t.co/1htnEvFBTu",2021-03-18 14:09:29
3688,"I'm discussing “🇩🇪🇦🇹🇨🇭Bitcoin Begreifen” with @whitefleaCH, @PatrickLemke, @veronikakuett, @fabthefoxx,… https://t.co/hKji0QaFZd",2021-03-18 14:03:10
3689,that RM30 ($7.40) of #Bitcoin he gets in 2017 in now RM301 ($74.00) https://t.co/hpwjkkmedx,2021-03-18 14:02:13
3690,on the 03/18/2021 at 02:01 1BTC was worth $57844.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-18 14:01:58
3691,Bottlepay Lets Users Send and Receive Bitcoin Via Tweeting https://t.co/amUVfLRZdz by @thefintechtimes 2021-03-18 14:00:00,2021-03-18 14:01:30
3692,"Top 5 Cryptocurrencies Prices

$BTC: $55,505.07 - Bitcoin 🔻 -4.75% ☄☄☄☄☄
$ETH: $1,745.48 - Ethereum 🔻 -3.14% ☄☄☄… https://t.co/al4VnvPX7s",2021-03-18 14:00:30
3693,"Price of Bitcoin

U$    57,885.38
€U    48,606.56
R$    324,904.63

24H % change: 5.00%
Week % change: 1.72%

#bitcoin",2021-03-18 14:00:26
3694,"The price of
Spaghetti alla Carbonara
is 18,998 Satoshis
or 0.00018998 BTC

BTC price: 57,847.50 USD
on Thursday, 1… https://t.co/OvBwRFNrZs",2021-03-18 14:00:03
3695,"⏰ 17:00
₿ Bitcoin = 57.934,8128 $
#bitcoin #btc #BTCUSD",2021-03-18 14:00:03
3696,"Crypto highlights as of 2021-03-18 10:00:02:
#Bitcoin $57,911.74 4.9% 🚀
#Ethereum  $1,793.71  1.29% 🚀",2021-03-18 14:00:03
3697,RT @cameron: We have entered an era where individual investors are as powerful and sophisticated as institutions. JP Morgan reports that re…,2021-03-18 13:49:53
3698,New Bitcoin block 00..6a0fc2ab870d30e50c3f317bf22c7dd00b07c14bc9ca6: 2335 transactions transferred a total of 1857.… https://t.co/hie2BQQjVA,2021-03-18 13:46:44
3699,"Half hourly price update (USDT):

• BSV (Bitcoin): $195.55

Dead forks:

• BTC (Blockstream Turd Coin): $58009.09
• BCH (BTrash): $533.00",2021-03-18 13:46:09
3700,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 13:38:37
3701,RT @DCBorthwick: The idea that folks in #Bitcoin  will take profit in order to buy US debt with a 1.75-2.00% yield is laughable.,2021-03-18 13:38:20
3702,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 13:37:53
3703,"RT @BitzlatoA: 📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM East Afric…",2021-03-18 13:36:01
3704,"📢Be sure to join our free Zoom class: 

Topic: #cryptocurrency FOR BEGINNERS

🕘Time: Mar 14-31March.2021 09:00 PM E… https://t.co/T07fc7yYG1",2021-03-18 13:34:45
3705,New Bitcoin block 00..a7124289145a4a6e17fdf421ee9bf8ab49bedb4005305: 1984 transactions transferred a total of 10189… https://t.co/z7G3G0v2A5,2021-03-18 13:31:05
3706,"Price of Bitcoin

U$    58,125.48
€U    48,827.00
R$    326,500.11

24H % change: 5.00%
Week % change: 2.51%

#bitcoin",2021-03-18 13:30:26
3707,RT @cameron: We have entered an era where individual investors are as powerful and sophisticated as institutions. JP Morgan reports that re…,2021-03-18 13:29:48
3708,"RT @LitecoinForever: Outgoing Average International Transaction Fees:
U.S. Bank - $50.00
Wells Fargo Bank - $45.00
Bank of America - $40.00…",2021-03-18 13:28:23
3709,BUSD/LINA (Binance) lost 6.00% in the last 20 min. $LINA #bitcoin https://t.co/rXJYx1S958,2021-03-18 13:25:06
3710,"#BTC doubled this year, seems wales &amp; institutional investors also looking for an hedge asset as dollar’s purchasin… https://t.co/x1bfRzK5lS",2021-03-18 13:24:37
3711,"RT @MingGao26: Bitcoin is Dirty, Slow, Volatile &amp; Impractical - Bank of America Report https://t.co/TqKmhpNCRX",2021-03-18 13:20:40
3712,"1: Bitcoin price is $55434.44 (-5.25% 1h)
2: Ethereum price is $1792.29 (-1.28% 1h)
3: Cardano price is $1.40 (-4.1… https://t.co/x03UKN9Oqg",2021-03-18 13:19:20
3713,"RT @MingGao26: Bitcoin is Dirty, Slow, Volatile &amp; Impractical - Bank of America Report https://t.co/TqKmhpNCRX",2021-03-18 13:17:15
3714,"Half hourly price update (USDT):

• BSV (Bitcoin): $196.52

Dead forks:

• BTC (Blockstream Turd Coin): $57971.35
• BCH (BTrash): $534.00",2021-03-18 13:16:05
3715,"The current price of Bitcoin is $58221.00.
The current price of BCash is $535.62, or 0.00919977 BTC.
The current pr… https://t.co/rS4GWr6na9",2021-03-18 13:15:07
3716,on the 03/18/2021 at 01:03 1BTC was worth $58137.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-18 13:03:19
3717,"🕗 Mar 18, 2021 10:00 AM
🇦🇷 $154.54 ARS/USD -0.23%⬇️
Avg 24h: $155.50 ARS/USD
₿: $8,979,176 ARS/BTC +4.81%⬆️… https://t.co/EUfCbETGns",2021-03-18 13:02:01
3718,1 BTC Price: Bitstamp 58100.00 USD Coinbase  USD #btc #bitcoin 2021-03-18 09:01 https://t.co/xJXfEPaOrc,2021-03-18 13:01:33
3719,"10:01
Bitstamp:  USD 58.105,83 {bajista} 
BTC:  ARS 8.699.164,56
Dolar Bitcoin CM:  ARS 153,35 [+57.00% 365d]
fee T… https://t.co/sFK7cRT3WF",2021-03-18 13:01:02
3720,"Top 5 Cryptocurrencies Prices

🔻 $BTC: $56,854.01 | Bitcoin -3.12% ☄☄☄
🔻 $ETH: $1,799.17 | Ethereum -1.33% ☄
🔻 $ADA… https://t.co/5gLarO54mp",2021-03-18 13:00:27
3721,"Price of Bitcoin

U$    58,040.59
€U    48,705.70
R$    324,491.24

24H % change: 5.00%
Week % change: 3.27%

#bitcoin",2021-03-18 13:00:25
3722,"The price of
Spaghetti alla Carbonara
is 18,934 Satoshis
or 0.00018934 BTC

BTC price: 58,043.10 USD
on Thursday, 1… https://t.co/lFnLkDwRIz",2021-03-18 13:00:09
